Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2016-8-30,"Multivitamin Oligovit","1.00 Pill",1.00,,,,2.00,10.00,2.00,10.00,,3.00,,2400.00,75.00,400.00,15.00,,120.00,0.50,20.00,60.00,0.50,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,
2016-8-30,"Vitamin D3","1.00 softgel",2.00,,,,,,,,,,,,,400.00,,,,,,,,,,,,,0.01,,,,0.18,,,,,,,,,,,,,,,0.09,,,,
2016-8-31,"White bread, store bought","1.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",133.00,0.00,0.00,18.21,0.27,0.00,0.12,2.39,0.27,0.04,55.50,0.50,0.00,0.00,0.11,0.10,72.00,0.05,1.81,11.50,0.27,49.00,63.00,11.00,245.00,0.37,24.71,1.35,18.59,2.84,1.67,0.00,0.30,0.08,0.71,0.80,0.35,0.01,0.08,0.09,0.14,0.27,0.12,0.07,0.19,4.43,0.12,0.05,0.12,0.16
2016-8-31,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-8-31,"Cevapi","200.00 g",480.00,,,,,,,,,,,,,,,,,,,,,,,,2800.00,,1.00,,,,38.00,,,,,,18.00,,,,,,,,,26.00,,,,
2016-8-31,"White bread, store bought","4.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",532.00,0.00,0.00,72.84,1.07,0.00,0.49,9.56,1.07,0.17,222.00,2.00,0.00,0.00,0.44,0.40,288.00,0.20,7.22,46.00,1.07,196.00,252.00,44.00,980.00,1.48,98.84,5.40,74.34,11.34,6.66,0.00,1.20,0.33,2.85,3.20,1.40,0.05,0.31,0.34,0.56,1.07,0.48,0.27,0.76,17.70,0.47,0.19,0.46,0.66
2016-8-31,"Milk chocolate bar","1.36 king size bar - each 2.6 oz",535.00,0.00,20.00,1.50,0.11,0.75,0.30,0.39,0.47,0.04,11.00,195.00,0.00,0.00,0.51,5.70,189.00,0.49,2.35,63.00,0.47,208.00,372.00,4.50,79.00,2.30,59.40,3.40,1.33,51.50,29.66,23.00,7.19,0.12,1.22,1.38,18.51,0.90,0.08,0.17,0.36,0.59,0.46,0.15,0.32,7.65,0.28,0.09,0.30,0.43
2016-8-31,"Pizza, homemade or restaurant, cheese, thin crust","1.07 FDA Serving Size",421.25,0.00,0.00,110.86,0.57,1.04,0.52,3.87,0.75,0.16,111.92,660.95,3.04,9.00,1.22,12.12,444.55,0.15,3.02,37.14,0.45,392.15,286.76,35.13,1199.85,2.68,46.58,2.68,36.86,4.03,16.84,38.72,4.16,0.36,2.89,3.28,7.63,0.44,0.20,0.48,0.96,1.62,0.84,0.44,0.97,20.78,0.82,0.40,0.88,1.12
2016-8-31,"Tomato raw (includes cherry, grape, roma)","1.00 large - 3"" diameter",32.76,0.00,0.00,172.03,0.07,0.00,0.03,1.08,0.16,0.15,27.30,1516.06,24.93,0.00,0.98,14.38,18.20,0.11,0.49,20.02,0.21,43.68,431.34,0.00,9.10,0.31,7.08,2.18,0.00,4.79,0.36,0.00,0.06,0.01,0.15,0.15,0.05,0.00,0.02,0.03,0.03,0.05,0.05,0.01,0.05,1.60,0.05,0.01,0.03,0.03
2016-8-31,"Cucumber, raw, without peel","1.00 medium",24.12,0.00,0.00,194.43,0.06,0.00,0.05,0.07,0.48,0.10,28.14,144.72,6.43,0.00,0.06,5.23,28.14,0.14,0.44,24.12,0.15,42.21,273.36,0.20,4.02,0.34,4.34,1.41,0.16,2.77,0.32,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.01,0.00,0.02,0.05,0.05,0.02,0.06,1.19,0.02,0.01,0.00,0.02
2016-8-31,"Onion, white, yellow or red, raw","1.00 medium - 2 1/2"" diameter",44.00,0.00,0.00,98.02,0.05,0.00,0.03,0.13,0.14,0.13,20.90,2.20,8.14,0.00,0.02,0.44,25.30,0.04,0.23,11.00,0.14,31.90,160.60,0.55,4.40,0.19,10.27,1.61,0.00,4.66,0.11,0.00,0.01,0.00,0.01,0.02,0.05,0.00,0.00,0.02,0.02,0.03,0.04,0.00,0.03,1.21,0.02,0.02,0.02,0.02
2016-8-31,"Cottage cheese, regular (4% fat)","1.00 cup",205.79,0.00,0.00,167.55,0.06,0.90,0.34,0.21,1.17,0.10,25.20,293.99,0.00,6.30,0.17,0.00,174.29,0.06,0.15,16.80,0.00,333.89,218.39,20.37,764.38,0.84,7.10,0.00,0.00,5.61,9.03,35.70,1.63,0.04,0.22,0.26,3.61,0.27,0.14,0.68,1.24,2.34,1.96,0.56,1.21,23.35,1.05,0.31,1.27,1.57
2016-8-31,"Coke","1.00 can - each 12 fl oz",136.31,0.00,36.10,332.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.37,0.00,0.41,0.00,0.01,36.84,7.37,0.37,14.74,0.07,35.22,0.00,0.00,33.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00
2016-8-31,"Knjaz Milos","500.00 g",,,,,,,,,,,,,,,,,53.00,,,30.00,,,8.00,,123.50,,,,,,,,,,,,,,,,,,,,,,,,,
2016-8-31,"Coffee, made from ground","1.00 large or venti - each 20 fl oz",5.92,0.00,236.80,588.39,0.08,0.00,0.45,1.13,1.50,0.01,11.84,0.00,0.00,0.00,0.06,0.59,11.84,0.01,0.06,17.76,0.14,17.76,290.08,0.00,11.84,0.12,2.78,2.78,0.00,0.00,0.12,0.00,0.09,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.03,0.01,0.00,0.02,0.71,0.01,0.00,0.01,0.02
2016-9-1,"Grapes, fresh","2.98 cup, whole pieces",310.50,0.00,0.00,362.43,0.31,0.00,0.32,0.85,0.23,0.39,9.00,297.00,14.40,0.00,1.71,65.70,45.00,0.57,1.62,31.50,0.32,90.00,859.50,0.45,9.00,0.32,81.45,4.05,0.00,69.66,0.72,0.00,0.03,0.03,0.17,0.22,0.24,0.00,0.05,0.10,0.05,0.10,0.12,0.04,0.09,3.24,0.10,0.05,0.05,0.10
2016-9-1,"White bread, store bought","5.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",665.00,0.00,0.00,91.05,1.33,0.00,0.61,11.95,1.34,0.22,277.50,2.50,0.00,0.00,0.55,0.50,360.00,0.25,9.03,57.50,1.34,245.00,315.00,55.00,1225.00,1.85,123.55,6.75,92.93,14.18,8.33,0.00,1.50,0.42,3.57,4.01,1.75,0.07,0.38,0.43,0.70,1.34,0.60,0.33,0.95,22.13,0.59,0.24,0.58,0.82
2016-9-1,"Burek","250.00 g",750.00,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,,12.00,,,,,,,,,,,,,,,8.00,,,,
2016-9-1,"Yogurt, plain, whole milk","2.00 container - each 6 oz",207.52,0.00,0.00,299.03,0.10,1.26,0.48,0.26,1.32,0.11,23.81,336.79,1.70,6.80,0.30,0.71,411.63,0.03,0.17,40.82,0.01,323.18,527.30,7.48,156.49,2.01,15.85,0.00,0.00,15.85,11.06,44.23,3.04,0.09,0.22,0.31,7.13,0.24,0.11,0.29,0.64,1.19,1.06,0.35,0.64,11.80,0.48,0.07,0.60,0.98
2016-9-1,"Herring, smoked or kippered, canned and drained","1.00 cup, cut pieces",295.12,0.00,0.00,81.19,0.17,25.43,0.43,5.99,1.20,0.56,19.04,183.60,1.36,116.96,2.09,0.14,114.24,0.18,2.05,62.56,0.07,442.00,607.93,71.54,1248.49,1.85,0.00,0.00,0.00,0.00,16.82,111.52,6.95,3.61,0.35,3.97,3.80,0.00,0.36,0.98,1.54,2.72,3.07,0.99,1.31,33.43,1.47,0.37,1.13,1.72
2016-9-1,"Coffee, made from ground","1.00 large or venti - each 20 fl oz",5.92,0.00,236.80,588.39,0.08,0.00,0.45,1.13,1.50,0.01,11.84,0.00,0.00,0.00,0.06,0.59,11.84,0.01,0.06,17.76,0.14,17.76,290.08,0.00,11.84,0.12,2.78,2.78,0.00,0.00,0.12,0.00,0.09,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.03,0.01,0.00,0.02,0.71,0.01,0.00,0.01,0.02
2016-9-1,"Milk chocolate bar","0.70 regular size bar - each 1.55 oz",160.50,0.00,6.00,0.45,0.03,0.23,0.09,0.12,0.14,0.01,3.30,58.50,0.00,0.00,0.15,1.71,56.70,0.15,0.71,18.90,0.14,62.40,111.60,1.35,23.70,0.69,17.82,1.02,0.40,15.45,8.90,6.90,2.16,0.04,0.37,0.41,5.55,0.27,0.02,0.05,0.11,0.18,0.14,0.04,0.10,2.30,0.08,0.03,0.09,0.13
2016-9-1,"Tomato raw (includes cherry, grape, roma)","1.00 medium - 2 3/5"" diameter",22.14,0.00,0.00,116.26,0.05,0.00,0.02,0.73,0.11,0.10,18.45,1024.59,16.85,0.00,0.66,9.72,12.30,0.07,0.33,13.53,0.14,29.52,291.51,0.00,6.15,0.21,4.78,1.48,0.00,3.23,0.25,0.00,0.04,0.00,0.10,0.10,0.03,0.00,0.01,0.02,0.02,0.03,0.03,0.01,0.03,1.08,0.03,0.01,0.02,0.02
2016-9-1,"Multivitamin Oligovit","1.00 Pill",1.00,,,,2.00,10.00,2.00,10.00,,3.00,,2400.00,75.00,400.00,15.00,,120.00,0.50,20.00,60.00,0.50,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-2,"Herring, smoked or kippered, canned and drained","0.88 cup, cut pieces",260.40,0.00,0.00,71.64,0.15,22.44,0.38,5.28,1.06,0.50,16.80,162.00,1.20,103.20,1.85,0.12,100.80,0.16,1.81,55.20,0.06,390.00,536.40,63.12,1101.60,1.63,0.00,0.00,0.00,0.00,14.84,98.40,6.13,3.19,0.31,3.50,3.35,0.00,0.32,0.87,1.36,2.40,2.71,0.87,1.15,29.50,1.29,0.33,1.00,1.52
2016-9-2,"Olive oil","1.48 tbsp",176.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.87,12.04,0.20,0.00,0.11,0.00,0.00,0.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,20.00,0.00,14.59,0.15,1.95,2.10,2.76,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-9-2,"Pumpkin or squash seeds, unshelled, unsalted","0.78 cup, whole pieces",223.00,0.00,0.00,2.25,0.02,0.00,0.03,0.14,0.03,0.02,4.50,31.00,0.15,0.00,2.30,0.90,27.50,0.35,1.66,131.00,0.25,46.00,459.50,2.80,9.00,5.15,26.88,9.20,14.76,1.21,9.70,0.00,3.02,0.04,4.40,4.42,1.87,0.01,0.11,0.26,0.48,0.79,0.69,0.21,0.46,9.28,0.34,0.16,0.39,0.75
2016-9-2,"Cornbread, homemade","2.00 piece - 3"" x 3""",428.13,0.00,0.00,72.32,0.45,0.53,0.49,3.44,0.71,0.12,120.96,293.24,0.11,45.88,0.76,5.16,261.83,0.07,3.43,26.30,0.27,219.84,184.01,21.34,643.16,0.92,60.95,2.21,46.69,11.95,15.70,92.69,5.76,0.08,1.67,1.76,6.64,1.26,0.19,0.24,0.43,0.96,0.45,0.24,0.51,9.94,0.35,0.11,0.36,0.52
2016-9-2,"Pizza, homemade or restaurant, cheese, thin crust","1.20 8"" diameter",702.08,0.00,0.00,184.77,0.94,1.74,0.87,6.46,1.24,0.26,186.54,1101.58,5.07,15.00,2.03,20.20,740.92,0.26,5.04,61.91,0.76,653.59,477.93,58.54,1999.74,4.47,77.64,4.47,61.44,6.71,28.07,64.53,6.93,0.61,4.82,5.47,12.72,0.74,0.33,0.80,1.60,2.70,1.41,0.74,1.62,34.64,1.36,0.67,1.46,1.87
2016-9-2,"White bread, store bought","3.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",399.00,0.00,0.00,54.63,0.80,0.00,0.36,7.17,0.80,0.13,166.50,1.50,0.00,0.00,0.33,0.30,216.00,0.15,5.42,34.50,0.80,147.00,189.00,33.00,735.00,1.11,74.13,4.05,55.76,8.51,5.00,0.00,0.90,0.25,2.14,2.40,1.05,0.04,0.23,0.26,0.42,0.80,0.36,0.20,0.57,13.28,0.35,0.14,0.35,0.49
2016-9-2,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-9-2,"Knjaz Milos","1.00 g",,,,,,,,,,,,,,,,,0.11,,,0.06,,,0.02,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-2,"Tomato raw (includes cherry, grape, roma)","1.00 medium - 2 3/5"" diameter",22.14,0.00,0.00,116.26,0.05,0.00,0.02,0.73,0.11,0.10,18.45,1024.59,16.85,0.00,0.66,9.72,12.30,0.07,0.33,13.53,0.14,29.52,291.51,0.00,6.15,0.21,4.78,1.48,0.00,3.23,0.25,0.00,0.04,0.00,0.10,0.10,0.03,0.00,0.01,0.02,0.02,0.03,0.03,0.01,0.03,1.08,0.03,0.01,0.02,0.02
2016-9-2,"Chocolate milk, whole","1.60 tbsp",20.75,0.00,0.25,20.58,0.01,0.08,0.04,0.03,0.07,0.01,1.25,24.50,0.23,12.75,0.02,0.08,28.00,0.02,0.06,3.25,0.02,25.25,41.75,0.48,15.00,0.10,2.59,0.20,0.00,2.39,0.85,3.00,0.25,0.01,0.02,0.03,0.53,0.03,0.00,0.02,0.04,0.08,0.07,0.02,0.04,0.79,0.03,0.01,0.04,0.05
2016-9-2,"Beer","1.40 can - each 12 fl oz",215.00,19.50,0.00,459.80,0.03,0.10,0.13,2.57,0.21,0.23,30.00,0.00,0.00,0.00,0.00,0.00,20.00,0.03,0.10,30.00,0.04,70.00,135.00,3.00,20.00,0.05,17.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00
2016-9-3,"Nuts, chestnuts, japanese, boiled and steamed","1000.00 g",560.00,,,860.30,1.25,,0.59,5.43,0.75,1.02,170.00,130.00,95.00,,,,110.00,2.04,5.30,180.00,5.76,260.00,1190.00,,50.00,4.00,126.40,,,,1.90,,1.01,0.05,0.45,0.50,0.28,,0.24,0.20,0.40,0.51,0.53,0.20,0.32,8.20,0.33,0.12,0.23,0.49
2016-9-3,"White bread, store bought","4.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",532.00,0.00,0.00,72.84,1.07,0.00,0.49,9.56,1.07,0.17,222.00,2.00,0.00,0.00,0.44,0.40,288.00,0.20,7.22,46.00,1.07,196.00,252.00,44.00,980.00,1.48,98.84,5.40,74.34,11.34,6.66,0.00,1.20,0.33,2.85,3.20,1.40,0.05,0.31,0.34,0.56,1.07,0.48,0.27,0.76,17.70,0.47,0.19,0.46,0.66
2016-9-3,"Cevapi","150.00 g",360.00,,,,,,,,,,,,,,,,,,,,,,,,2100.00,,0.75,,,,28.50,,,,,,13.50,,,,,,,,,19.50,,,,
2016-9-3,"Onion, white, yellow or red, raw","1.00 medium - 2 1/2"" diameter",44.00,0.00,0.00,98.02,0.05,0.00,0.03,0.13,0.14,0.13,20.90,2.20,8.14,0.00,0.02,0.44,25.30,0.04,0.23,11.00,0.14,31.90,160.60,0.55,4.40,0.19,10.27,1.61,0.00,4.66,0.11,0.00,0.01,0.00,0.01,0.02,0.05,0.00,0.00,0.02,0.02,0.03,0.04,0.00,0.03,1.21,0.02,0.02,0.02,0.02
2016-9-3,"Tomato raw (includes cherry, grape, roma)","1.00 medium - 2 3/5"" diameter",22.14,0.00,0.00,116.26,0.05,0.00,0.02,0.73,0.11,0.10,18.45,1024.59,16.85,0.00,0.66,9.72,12.30,0.07,0.33,13.53,0.14,29.52,291.51,0.00,6.15,0.21,4.78,1.48,0.00,3.23,0.25,0.00,0.04,0.00,0.10,0.10,0.03,0.00,0.01,0.02,0.02,0.03,0.03,0.01,0.03,1.08,0.03,0.01,0.02,0.02
2016-9-3,"Cucumber, raw, without peel","1.00 medium",24.12,0.00,0.00,194.43,0.06,0.00,0.05,0.07,0.48,0.10,28.14,144.72,6.43,0.00,0.06,5.23,28.14,0.14,0.44,24.12,0.15,42.21,273.36,0.20,4.02,0.34,4.34,1.41,0.16,2.77,0.32,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.01,0.00,0.02,0.05,0.05,0.02,0.06,1.19,0.02,0.01,0.00,0.02
2016-9-3,"Hot chili peppers, green, raw","1.00 each - approx 4"" - 6"" long",18.00,0.00,0.00,39.48,0.04,0.00,0.04,0.43,0.03,0.13,10.35,530.55,109.13,0.00,0.07,6.44,8.10,0.08,0.54,11.25,0.11,20.70,153.00,0.23,3.15,0.14,4.26,0.68,0.00,2.30,0.09,0.00,0.00,0.00,0.05,0.05,0.01,0.00,0.02,0.02,0.03,0.05,0.04,0.01,0.03,0.90,0.03,0.01,0.02,0.04
2016-9-3,"Knjaz Milos","500.00 g",,,,,,,,,,,,,,,,,53.00,,,30.00,,,8.00,,123.50,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-3,"Cornbread, homemade","1.06 medium muffin - approx 2 3/4"" to 3"" diameter",350.29,0.00,0.00,59.17,0.36,0.44,0.40,2.81,0.58,0.10,98.97,239.92,0.09,37.54,0.62,4.22,214.23,0.06,2.81,21.52,0.22,179.87,150.55,17.46,526.22,0.75,49.87,1.81,38.20,9.77,12.85,75.84,4.71,0.06,1.36,1.44,5.43,1.03,0.16,0.20,0.35,0.78,0.37,0.20,0.42,8.13,0.29,0.09,0.29,0.43
2016-9-3,"Herring, smoked or kippered, canned and drained","0.88 cup, cut pieces",260.40,0.00,0.00,71.64,0.15,22.44,0.38,5.28,1.06,0.50,16.80,162.00,1.20,103.20,1.85,0.12,100.80,0.16,1.81,55.20,0.06,390.00,536.40,63.12,1101.60,1.63,0.00,0.00,0.00,0.00,14.84,98.40,6.13,3.19,0.31,3.50,3.35,0.00,0.32,0.87,1.36,2.40,2.71,0.87,1.15,29.50,1.29,0.33,1.00,1.52
2016-9-3,"Red bell peppers, raw","1.00 large - 3"" diameter x 3 3/4""",50.84,0.00,0.00,151.22,0.09,0.00,0.14,1.61,0.52,0.48,75.44,5134.84,209.43,0.00,2.59,8.04,11.48,0.03,0.71,19.68,0.18,42.64,346.04,0.16,6.56,0.41,9.89,3.44,0.00,6.89,0.49,0.00,0.01,0.04,0.07,0.11,0.04,0.00,0.03,0.03,0.03,0.06,0.06,0.01,0.08,1.62,0.07,0.02,0.01,0.05
2016-9-3,"Tomato raw (includes cherry, grape, roma)","1.00 medium - 2 3/5"" diameter",22.14,0.00,0.00,116.26,0.05,0.00,0.02,0.73,0.11,0.10,18.45,1024.59,16.85,0.00,0.66,9.72,12.30,0.07,0.33,13.53,0.14,29.52,291.51,0.00,6.15,0.21,4.78,1.48,0.00,3.23,0.25,0.00,0.04,0.00,0.10,0.10,0.03,0.00,0.01,0.02,0.02,0.03,0.03,0.01,0.03,1.08,0.03,0.01,0.02,0.02
2016-9-3,"Grapes, fresh","3.31 cup, whole pieces",345.00,0.00,0.00,402.70,0.35,0.00,0.35,0.94,0.25,0.43,10.00,330.00,16.00,0.00,1.90,73.00,50.00,0.64,1.80,35.00,0.36,100.00,955.00,0.50,10.00,0.35,90.50,4.50,0.00,77.40,0.80,0.00,0.04,0.04,0.19,0.24,0.27,0.00,0.05,0.11,0.06,0.11,0.14,0.05,0.10,3.60,0.11,0.06,0.05,0.11
2016-9-3,"mivela","500.00 g",,,,7500.00,,,,,,,,,,,,,11.00,,,171.00,,,5.00,,60.00,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-3,"Pumpkin or squash seeds, unshelled, unsalted","0.78 cup, whole pieces",223.00,0.00,0.00,2.25,0.02,0.00,0.03,0.14,0.03,0.02,4.50,31.00,0.15,0.00,2.30,0.90,27.50,0.35,1.66,131.00,0.25,46.00,459.50,2.80,9.00,5.15,26.88,9.20,14.76,1.21,9.70,0.00,3.02,0.04,4.40,4.42,1.87,0.01,0.11,0.26,0.48,0.79,0.69,0.21,0.46,9.28,0.34,0.16,0.39,0.75
2016-9-4,"Milk chocolate bar","1.02 king size bar - each 2.6 oz",401.25,0.00,15.00,1.13,0.08,0.56,0.22,0.29,0.35,0.03,8.25,146.25,0.00,0.00,0.38,4.28,141.75,0.37,1.76,47.25,0.35,156.00,279.00,3.38,59.25,1.73,44.55,2.55,1.00,38.63,22.25,17.25,5.39,0.09,0.91,1.03,13.88,0.68,0.06,0.13,0.27,0.44,0.35,0.11,0.24,5.74,0.21,0.07,0.23,0.32
2016-9-4,"Cottage cheese, regular (4% fat)","0.91 FDA Serving Size",98.00,0.00,0.00,79.79,0.03,0.43,0.16,0.10,0.56,0.05,12.00,140.00,0.00,3.00,0.08,0.00,83.00,0.03,0.07,8.00,0.00,159.00,104.00,9.70,364.00,0.40,3.38,0.00,0.00,2.67,4.30,17.00,0.78,0.02,0.11,0.12,1.72,0.13,0.07,0.33,0.59,1.12,0.93,0.27,0.58,11.12,0.50,0.15,0.60,0.75
2016-9-4,"Cevapi","150.00 g",360.00,,,,,,,,,,,,,,,,,,,,,,,,2100.00,,0.75,,,,28.50,,,,,,13.50,,,,,,,,,19.50,,,,
2016-9-4,"White bread, store bought","4.00 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",532.00,0.00,0.00,72.84,1.07,0.00,0.49,9.56,1.07,0.17,222.00,2.00,0.00,0.00,0.44,0.40,288.00,0.20,7.22,46.00,1.07,196.00,252.00,44.00,980.00,1.48,98.84,5.40,74.34,11.34,6.66,0.00,1.20,0.33,2.85,3.20,1.40,0.05,0.31,0.34,0.56,1.07,0.48,0.27,0.76,17.70,0.47,0.19,0.46,0.66
2016-9-4,"Onion, white, yellow or red, raw","1.00 large",60.00,0.00,0.00,133.67,0.07,0.00,0.04,0.17,0.18,0.18,28.50,3.00,11.10,0.00,0.03,0.60,34.50,0.06,0.32,15.00,0.19,43.50,219.00,0.75,6.00,0.26,14.01,2.19,0.00,6.36,0.15,0.00,0.02,0.01,0.02,0.03,0.06,0.00,0.01,0.02,0.02,0.04,0.06,0.00,0.04,1.65,0.03,0.02,0.02,0.03
2016-9-4,"Tomato raw (includes cherry, grape, roma)","1.00 large - 3"" diameter",32.76,0.00,0.00,172.03,0.07,0.00,0.03,1.08,0.16,0.15,27.30,1516.06,24.93,0.00,0.98,14.38,18.20,0.11,0.49,20.02,0.21,43.68,431.34,0.00,9.10,0.31,7.08,2.18,0.00,4.79,0.36,0.00,0.06,0.01,0.15,0.15,0.05,0.00,0.02,0.03,0.03,0.05,0.05,0.01,0.05,1.60,0.05,0.01,0.03,0.03
2016-9-4,"Cucumber, raw, without peel","1.00 large - 8 1/4"" long",33.60,0.00,0.00,270.84,0.09,0.00,0.07,0.10,0.67,0.14,39.20,201.60,8.96,0.00,0.08,7.28,39.20,0.20,0.62,33.60,0.20,58.80,380.80,0.28,5.60,0.48,6.05,1.96,0.22,3.86,0.45,0.00,0.01,0.01,0.01,0.01,0.04,0.00,0.02,0.01,0.03,0.07,0.07,0.03,0.09,1.65,0.03,0.02,0.01,0.03
2016-9-4,"Nuts, chestnuts, japanese, boiled and steamed","500.00 g",280.00,,,430.15,0.63,,0.30,2.71,0.38,0.51,85.00,65.00,47.50,,,,55.00,1.02,2.65,90.00,2.88,130.00,595.00,,25.00,2.00,63.20,,,,0.95,,0.51,0.02,0.23,0.25,0.14,,0.12,0.10,0.20,0.25,0.26,0.10,0.16,4.10,0.17,0.06,0.12,0.24
2016-9-4,"Knjaz Milos","500.00 g",,,,,,,,,,,,,,,,,53.00,,,30.00,,,8.00,,123.50,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-4,"mivela","500.00 g",,,,7500.00,,,,,,,,,,,,,11.00,,,171.00,,,5.00,,60.00,,,,,,,,,,,,,,,,,,,,,,,,,
2016-9-4,"Soup, vegetarian vegetable, canned, prepared with equal volume water","4.00 cup",269.92,,,890.83,0.21,,0.18,3.61,1.35,0.22,38.56,13698.44,5.78,,5.59,20.24,96.40,0.53,4.24,28.92,1.81,134.96,829.04,17.35,3258.32,1.83,47.14,2.89,29.11,15.13,7.62,,3.28,0.19,2.65,2.84,1.16,,,,,,,,,8.29,,,,
2016-9-4,"Raisins, seedless","100.00 g",299.00,,,15.43,0.11,,0.13,0.77,0.09,0.17,5.00,,2.30,,0.12,3.50,50.00,0.32,1.88,32.00,0.30,101.00,749.00,0.60,11.00,0.22,79.18,3.70,2.70,59.19,0.46,,0.05,0.01,0.03,0.04,0.06,,0.02,0.07,0.06,0.10,0.08,0.02,0.07,3.07,0.08,0.05,0.01,0.08
2016-9-4,"Pumpkin or squash seeds, unshelled, unsalted","0.78 cup, whole pieces",223.00,0.00,0.00,2.25,0.02,0.00,0.03,0.14,0.03,0.02,4.50,31.00,0.15,0.00,2.30,0.90,27.50,0.35,1.66,131.00,0.25,46.00,459.50,2.80,9.00,5.15,26.88,9.20,14.76,1.21,9.70,0.00,3.02,0.04,4.40,4.42,1.87,0.01,0.11,0.26,0.48,0.79,0.69,0.21,0.46,9.28,0.34,0.16,0.39,0.75
2016-9-4,"Coke","1.00 can - each 12 fl oz",136.31,0.00,36.10,332.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.37,0.00,0.41,0.00,0.01,36.84,7.37,0.37,14.74,0.07,35.22,0.00,0.00,33.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00
2016-9-4,"Grapes, fresh","2.32 cup, whole pieces",241.50,0.00,0.00,281.89,0.24,0.00,0.25,0.66,0.18,0.30,7.00,231.00,11.20,0.00,1.33,51.10,35.00,0.44,1.26,24.50,0.25,70.00,668.50,0.35,7.00,0.25,63.35,3.15,0.00,54.18,0.56,0.00,0.02,0.02,0.13,0.17,0.19,0.00,0.04,0.08,0.04,0.08,0.09,0.03,0.07,2.52,0.08,0.04,0.04,0.08
